-0.474924316,0.110596069
-0.573103638,0.138553857
-0.68289917,0.141809985
-0.708588867,0.186160693
-0.697754517,0.175718628
-0.63241333,0.13552229
-0.527197266,0.142708228
-0.459175415,0.07376814
-0.529542847,0.074217261
-0.462749634,-0.018189404
-0.479057007,0.035031445
-0.432033691,0.107901343
-0.472131958,0.181220361
-0.427230835,0.111382031
-0.328604736,0.086680371
-0.392717285,0.145290674
-0.533563843,0.242637671
-0.430134888,0.066919043
-0.478610229,-0.026498145
-0.511001587,-0.001235083
-0.602144165,0.091396143
-0.588405762,0.084322485
-0.38177124,-0.104645215
-0.298670654,-0.083536523
-0.299787598,-0.049964722
-0.322014771,0.039634937
-0.487769165,0.075676904
-0.433485718,0.064785718
-0.338545532,0.104645215
-0.281134644,0.075340063
-0.353959351,0.04513667
-0.450910034,0.066469922
-0.454484253,0.005389453
-0.400089111,-0.039522656
-0.474477539,0.001122803
-0.558359985,-0.057262939
-0.570758057,0.03682793
-0.697754517,0.076799707
-0.710822754,0.024252539
-0.557131348,-0.011901709
-0.527420654,0.033796362
-0.446889038,0.037277051
-0.393164063,0.105094336
-0.324472046,0.111157471
-0.349156494,0.160560791
-0.284485474,0.039073535
-0.222495117,0.017852563
-0.213112793,0.032561279
-0.344800415,0.092294385
-0.355299683,0.017515723
-0.391935425,-0.009206982
-0.402769775,0.113066235
-0.432703857,0.17235022
-0.569529419,0.165276563
-0.638779907,0.13552229
-0.62236084,0.201879932
-0.541829224,0.152925732
-0.519378662,0.221192139
-0.491901855,0.202890454
-0.476264648,0.248588525
-0.291745605,0.186722095
-0.261923218,0.248700806
-0.20093811,0.23814646
-0.182620239,0.19289751
-0.270076904,0.297767285
-0.277225342,0.387142383
-0.299229126,0.344700439
-0.357756958,0.289683105
-0.50798584,0.261051636
-0.514799194,0.303381299
-0.565285034,0.517612061
-0.490114746,0.471801709
-0.490896606,0.432952734
-0.395286255,0.275423511
-0.529207764,0.37355647
-0.502289429,0.4024125
-0.442086182,0.428798364
-0.420864258,0.402973901
-0.323131714,0.37782312
-0.266837769,0.393654639
-0.19345459,0.38579502
-0.31866394,0.417458057
-0.35987915,0.446987769
-0.484083252,0.516152417
-0.240254517,0.323367188
-0.351502075,0.397023047
-0.513235474,0.430594849
-0.549089355,0.4024125
-0.497151489,0.392980957
-0.455266113,0.512896289
-0.443984985,0.574201318
-0.468781128,0.528952368
-0.481514282,0.519183984
-0.38690918,0.436882544
-0.247849731,0.447998291
-0.219926147,0.565780298
-0.124762573,0.480110449
-0.239584351,0.519296265
-0.256896973,0.529962891
-0.373170776,0.475731519
-0.497374878,0.497177051
-0.483301392,0.545008447
-0.413939209,0.619225708
-0.495811157,0.614734497
-0.529766235,0.406005469
-0.61979187,0.428236963
-0.653076782,0.553766309
-0.5600354,0.620909912
-0.495587769,0.658523804
-0.332514038,0.576334644
